"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"836" "NMG90_04460" 1583.67289212205 -0.25278823184326 0.105110457993662 -2.40497698010699 0.0161734845405189 0.99588490034801 "NULL" "NULL" "metal dependent phosphohydrolase" "NULL" "NULL" "NULL" "NULL" "PF01966.21" "HD" "-" "NULL" "NULL" "NULL" "NULL" "COG1713" "COG1713" "Predicted HD superfamily hydrolase involved in NAD metabolism" "Coenzyme metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"853" "NMG90_04545" 33885.5376665459 -0.458453615342709 0.225599472120184 -2.03215730530821 0.0421377335711834 0.99588490034801 "dnaK, HSPA9" "K04043" "molecular chaperone DnaK" "NULL" "NULL" "ko03018==ko04212==ko05152" "RNA degradation==Longevity regulating pathway - worm==Tuberculosis" "PF00012.19" "HSP70" "-" "NULL" "NULL" "NULL" "NULL" "COG0443" "DnaK" "Molecular chaperone" "Posttranslational modification, protein turnover, chaperones" "KOG0102" "KOG0102" "Molecular chaperones mortalin/PBP74/GRP75, HSP70 superfamily" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"854" "NMG90_04550" 3347.19718480613 -0.45626344353301 0.211581268746522 -2.15644535187858 0.0310489066166979 0.99588490034801 "dnaJ" "K03686" "molecular chaperone DnaJ" "NULL" "NULL" "NULL" "NULL" "PF00226.30" "DnaJ" "-" "NULL" "NULL" "NULL" "NULL" "COG0484" "DnaJ" "DnaJ-class molecular chaperone with C-terminal Zn finger domain" "Posttranslational modification, protein turnover, chaperones" "KOG0715" "KOG0715" "Molecular chaperone (DnaJ superfamily)" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"855" "NMG90_04555" 4058.81514512803 -0.399090540864095 0.201833994952705 -1.97732072318944 0.048005388671714 0.99588490034801 "prmA" "K02687" "ribosomal protein L11 methyltransferase" "NULL" "NULL" "NULL" "NULL" "PF05175.13" "MTS" "-" "NULL" "NULL" "NULL" "NULL" "COG2264" "PrmA" "Ribosomal protein L11 methylase" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"856" "NMG90_04560" 1517.27828875315 -0.399162485369696 0.164032165921262 -2.43344031414728 0.01495610097604 0.99588490034801 "rsmE" "K09761" "16S rRNA (uracil1498-N3)-methyltransferase" "NULL" "NULL" "NULL" "NULL" "PF04452.13" "Methyltrans_RNA" "-" "NULL" "NULL" "NULL" "NULL" "COG1385" "COG1385" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"857" "NMG90_04565" 2661.92957102445 -0.451896607324213 0.194020621312669 -2.32911638086124 0.0198529011176566 0.99588490034801 "mtaB" "K18707" "threonylcarbamoyladenosine tRNA methylthiotransferase MtaB" "NULL" "NULL" "NULL" "NULL" "PF04055.20" "Radical_SAM" "-" "NULL" "NULL" "NULL" "NULL" "COG0621" "MiaB" "2-methylthioadenine synthetase" "Translation, ribosomal structure and biogenesis" "KOG2492" "KOG2492" "CDK5 activator-binding protein" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"900" "NMG90_04785" 1915.55601656482 -0.420326602006814 0.154879816747905 -2.71388881283977 0.00664984812639379 0.99588490034801 "MTHFS" "K01934" "5-formyltetrahydrofolate cyclo-ligase" "NULL" "NULL" "ko00670==ko01100" "One carbon pool by folate==Metabolic pathways" "PF01812.19" "5-FTHF_cyc-lig" "-" "NULL" "NULL" "NULL" "NULL" "COG0212" "COG0212" "5-formyltetrahydrofolate cyclo-ligase" "Coenzyme metabolism" "KOG3093" "KOG3093" "5-formyltetrahydrofolate cyclo-ligase" "Coenzyme transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"923" "NMG90_04900" 360.567797533978 -0.415063378652671 0.187897912572011 -2.20898344729402 0.0271757922557464 0.99588490034801 "comGB" "K02244" "competence protein ComGB" "NULL" "NULL" "NULL" "NULL" "PF00482.22" "T2SSF" "-" "NULL" "NULL" "NULL" "NULL" "COG1459" "PulF" "Type II secretory pathway, component PulF" "Cell motility and secretion / Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"941" "NMG90_04990" 109.551709489888 -0.612194448692989 0.27533703943422 -2.22343659229781 0.0261863745599564 0.99588490034801 "ytrA" "K07979" "GntR family transcriptional regulator" "NULL" "NULL" "NULL" "NULL" "PF00392.20" "GntR" "-" "NULL" "NULL" "NULL" "NULL" "COG1725" "COG1725" "Predicted transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1001" "NMG90_05310" 41073.9832078043 -0.760185930647435 0.364045164639492 -2.08816378978755 0.0367830624477063 0.99588490034801 "buk" "K00929" "butyrate kinase" "NULL" "NULL" "ko00650==ko01100" "Butanoate metabolism==Metabolic pathways" "PF00871.16" "Acetate_kinase" "-" "NULL" "NULL" "NULL" "NULL" "COG3426" "COG3426" "Butyrate kinase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1002" "NMG90_05315" 54599.0943992381 -0.922621882857953 0.397641515290228 -2.32023530587483 0.0203281516579556 0.99588490034801 "DLD, lpd, pdhD" "K00382" "dihydrolipoamide dehydrogenase" "M00009==M00011==M00032==M00036==M00307==M00532" "Citrate cycle (TCA cycle, Krebs cycle)==Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate==Lysine degradation, lysine => saccharopine => acetoacetyl-CoA==Leucine degradation, leucine => acetoacetate + acetyl-CoA==Pyruvate oxidation, pyruvate => acetyl-CoA==Photorespiration" "ko00010==ko00020==ko00260==ko00280==ko00310==ko00380==ko00620==ko00630==ko00640==ko01100==ko01110==ko01120==ko01200" "Glycolysis / Gluconeogenesis==Citrate cycle (TCA cycle)==Glycine, serine and threonine metabolism==Valine, leucine and isoleucine degradation==Lysine degradation==Tryptophan metabolism==Pyruvate metabolism==Glyoxylate and dicarboxylate metabolism==Propanoate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism" "PF01134.21" "GIDA" "-" "NULL" "NULL" "NULL" "NULL" "COG1249" "Lpd" "Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes" "Energy production and conversion" "KOG1335" "KOG1335" "Dihydrolipoamide dehydrogenase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1003" "NMG90_05320" 39452.2787820657 -0.966744372471322 0.417324406436203 -2.31652967706098 0.0205293659974945 0.99588490034801 "BCKDHA, bkdA1" "K00166" "2-oxoisovalerate dehydrogenase E1 component alpha subunit" "M00036" "Leucine degradation, leucine => acetoacetate + acetyl-CoA" "ko00280==ko00640==ko01100==ko01110" "Valine, leucine and isoleucine degradation==Propanoate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites" "PF00676.19" "E1_dh" "-" "NULL" "NULL" "NULL" "NULL" "COG1071" "AcoA" "Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit" "Energy production and conversion" "KOG1182" "KOG1182" "Branched chain alpha-keto acid dehydrogenase complex, alpha subunit" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1004" "NMG90_05325" 49734.2257418075 -1.02393987232905 0.434054913834945 -2.35900997706114 0.0183237631164696 0.99588490034801 "BCKDHB, bkdA2" "K00167" "2-oxoisovalerate dehydrogenase E1 component beta subunit" "M00036" "Leucine degradation, leucine => acetoacetate + acetyl-CoA" "ko00280==ko00640==ko01100==ko01110" "Valine, leucine and isoleucine degradation==Propanoate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites" "PF02780.19" "Transketolase_C" "-" "NULL" "NULL" "NULL" "NULL" "COG0022" "AcoB" "Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit" "Energy production and conversion" "KOG0524" "KOG0524" "Pyruvate dehydrogenase E1, beta subunit" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1005" "NMG90_05330" 71390.6883981676 -1.03413628034694 0.435312418973252 -2.37561860235025 0.0175195610801474 0.99588490034801 "DBT, bkdB" "K09699" "2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)" "M00036" "Leucine degradation, leucine => acetoacetate + acetyl-CoA" "ko00280==ko00640==ko01100==ko01110" "Valine, leucine and isoleucine degradation==Propanoate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites" "PF00198.22" "2-oxoacid_dh" "-" "NULL" "NULL" "NULL" "NULL" "COG0508" "AceF" "Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes" "Energy production and conversion" "KOG0559" "KOG0559" "Dihydrolipoamide succinyltransferase (2-oxoglutarate dehydrogenase, E2 subunit)" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1006" "NMG90_05335" 16470.9940894772 -0.506320841239178 0.247678303322763 -2.04426804627841 0.040927074122145 0.99588490034801 "rodA, mrdB" "K05837" "rod shape determining protein RodA" "NULL" "NULL" "NULL" "NULL" "PF01098.18" "FTSW_RODA_SPOVE" "-" "NULL" "NULL" "NULL" "NULL" "COG0772" "FtsW" "Bacterial cell division membrane protein" "Cell division and chromosome partitioning" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1019" "NMG90_05400" 11984.627764395 -0.318285354366381 0.157358657782769 -2.0226745630086 0.0431067111195848 0.99588490034801 "pepT" "K01258" "tripeptide aminopeptidase" "NULL" "NULL" "NULL" "NULL" "PF07687.13" "M20_dimer" "-" "NULL" "NULL" "NULL" "NULL" "COG2195" "PepD" "Di- and tripeptidases" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1089" "NMG90_05750" 158.899125335953 -0.681383815193995 0.299559695116192 -2.27461780173632 0.0229288672695665 0.99588490034801 "ytrA" "K07979" "GntR family transcriptional regulator" "NULL" "NULL" "NULL" "NULL" "PF00392.20" "GntR" "-" "NULL" "NULL" "NULL" "NULL" "COG1725" "COG1725" "Predicted transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1221" "NMG90_06475" 202.500783667107 -0.569594392653891 0.254940484997247 -2.23422495120789 0.0254682754920638 0.99588490034801 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1420" "NMG90_07610" 259.110730498967 0.380756068941537 0.185219269371772 2.05570441041576 0.0398110165548012 0.99588490034801 "NULL" "NULL" "saccharopine dehydrogenase family protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1466" "NMG90_07855" 1373.44572595952 0.371907967672083 0.148174387672892 2.50993423028752 0.0120753649695595 0.99588490034801 "NULL" "NULL" "protein of unknown function DUF1128" "NULL" "NULL" "NULL" "NULL" "PF06569.10" "DUF1128" "-" "NULL" "NULL" "NULL" "NULL" "COG4840" "COG4840" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1495" "NMG90_08000" 38.3876774217404 1.16008371718871 0.407533112061593 2.8465999028157 0.00441888614478918 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF13108.5" "DUF3969" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1638" "NMG90_08800" 70.8740840583083 0.624247172638872 0.304771532169604 2.04824633125997 0.0405358687759994 0.99588490034801 "peb1A, glnH" "K10039" "aspartate/glutamate/glutamine transport system substrate-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00497.19" "SBP_bac_3" "-" "NULL" "NULL" "NULL" "NULL" "COG0834" "HisJ" "ABC-type amino acid transport/signal transduction systems, periplasmic component/domain" "Amino acid transport and metabolism / Signal transduction mechanisms" "KOG1053" "KOG1053" "Glutamate-gated NMDA-type ion channel receptor subunit GRIN2A and related subunits" "Inorganic ion transport and metabolism, Amino acid transport and metabolism, Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1695" "NMG90_09085" 42.9964239914629 0.695687131955211 0.337230741843622 2.06294102415435 0.0391182317997393 0.99588490034801 "NULL" "NULL" "putative membrane protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG0833" "LysP" "Amino acid transporters" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1701" "NMG90_09115" 55.5937802044803 0.641864522505117 0.290677682108226 2.20816582081502 0.0272327160484657 0.99588490034801 "yndE" "K06311" "spore germination protein" "NULL" "NULL" "NULL" "NULL" "PF03845.12" "Spore_permease" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1732" "NMG90_09375" 2777.61440270865 0.587521981243353 0.276250845725078 2.12676989169492 0.0334392070951417 0.99588490034801 "kdpB" "K01547" "potassium-transporting ATPase ATP-binding subunit" "NULL" "NULL" "ko02020" "Two-component system" "PF00122.19" "E1-E2_ATPase" "-" "NULL" "NULL" "NULL" "NULL" "COG2216" "KdpB" "High-affinity K+ transport system, ATPase chain B" "Inorganic ion transport and metabolism" "KOG0207" "KOG0207" "Cation transport ATPase" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2038" "NMG90_10970" 153.245768689885 -0.436005458642083 0.217857411808733 -2.00133406076114 0.0453564014858383 0.99588490034801 "NULL" "NULL" "putative membrane protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2271" "NMG90_12165" 145.906735784862 -0.500142194392707 0.252516011009381 -1.98063557393249 0.0476321565250244 0.99588490034801 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2283" "NMG90_12235" 175.562726529495 0.467851794639163 0.213763848116183 2.18863853154852 0.0286231229187453 0.99588490034801 "betB, gbsA" "K00130" "betaine-aldehyde dehydrogenase" "M00555" "Betaine biosynthesis, choline => betaine" "ko00260==ko01100" "Glycine, serine and threonine metabolism==Metabolic pathways" "PF00171.21" "Aldedh" "-" "NULL" "NULL" "NULL" "NULL" "COG1012" "PutA" "NAD-dependent aldehyde dehydrogenases" "Energy production and conversion" "KOG2450" "KOG2450" "Aldehyde dehydrogenase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2317" "NMG90_12410" 62.1669377964301 0.648308653473231 0.302427078925023 2.14368586231644 0.032058065746125 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2364" "NMG90_12645" 301.2844658804 -1.25653182889385 0.393448809835091 -3.19363484520517 0.00140493705171033 0.99588490034801 "liaI" "K11619" "lia operon protein LiaI" "NULL" "NULL" "ko02020" "Two-component system" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2365" "NMG90_12650" 1166.19421459263 -1.19476734046316 0.397233405818098 -3.00772121116691 0.00263214481366723 0.99588490034801 "NULL" "NULL" "phage shock protein A, PspA" "NULL" "NULL" "NULL" "NULL" "PF04012.11" "PspA_IM30" "-" "NULL" "NULL" "NULL" "NULL" "COG1842" "PspA" "Phage shock protein A (IM30), suppresses sigma54-dependent transcription" "Transcription / Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2455" "NMG90_13100" 164.765354537849 0.90353477580275 0.329650929752095 2.74088344444297 0.00612742393965135 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2460" "NMG90_13125" 87.9557367323701 0.605940836767952 0.295406433094193 2.05121070120617 0.0402464322218965 0.99588490034801 "udg" "K21929" "uracil-DNA glycosylase" "NULL" "NULL" "ko03410" "Base excision repair" "PF03167.18" "UDG" "-" "NULL" "NULL" "NULL" "NULL" "COG1573" "COG1573" "Uracil-DNA glycosylase" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2540" "NMG90_13550" 141.93036631695 0.419465294699325 0.212173817820545 1.97698895654555 0.048042878508313 0.99588490034801 "NULL" "NULL" "Methyltransferase type 12" "NULL" "NULL" "NULL" "NULL" "PF08242.11" "Methyltransf_12" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2586" "NMG90_13835" 42.3264951002167 0.64396746154844 0.273203556026023 2.35709765610481 0.0184184024696393 0.99588490034801 "NULL" "NULL" "protein of unknown function DUF1021" "NULL" "NULL" "NULL" "NULL" "PF06257.10" "VEG" "-" "NULL" "NULL" "NULL" "NULL" "COG4466" "Veg" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2605" "NMG90_13940" 13.6186549760777 1.26498192837547 0.563986575140899 2.24292914784266 0.0249013837997103 0.99588490034801 "bofA" "K06317" "inhibitor of the pro-sigma K processing machinery" "NULL" "NULL" "NULL" "NULL" "PF07441.10" "BofA" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2769" "NMG90_14805" 328998.00665038 0.309373592255408 0.148524539500062 2.08297964293825 0.0372530791689851 0.99588490034801 "NULL" "NULL" "protein of unknown function DUF224 cysteine-rich region domain protein" "NULL" "NULL" "NULL" "NULL" "PF02754.15" "CCG" "-" "NULL" "NULL" "NULL" "NULL" "COG0247" "GlpC" "Fe-S oxidoreductase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
