"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"11" "NMG90_00055" 8.78329581239051 0.881868883505466 0.689968040092731 1.27813004699021 0.201203576075518 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF14162.5" "YozD" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"12" "NMG90_00060" 15.5608475528844 -0.746648478796617 0.577556378459941 -1.29277159190512 0.196090068412506 0.99588490034801 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF13067.5" "DUF3930" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"13" "NMG90_00065" 37.7033165138312 0.305713618817465 0.376273759274847 0.812476584619227 0.416518217142018 0.99588490034801 "NULL" "NULL" "IG hypothetical 18022" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"14" "NMG90_00070" 1913.0431570804 0.172355203196212 0.19401807002616 0.888346137929178 0.374354588749593 0.99588490034801 "NULL" "NULL" "protein of unknown function DUF1250" "NULL" "NULL" "NULL" "NULL" "PF06855.11" "YozE_SAM_like" "-" "NULL" "NULL" "NULL" "NULL" "COG4479" "COG4479" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"15" "NMG90_00075" 6338.80636614659 0.205588357621492 0.329914225394143 0.623156995961234 0.533181358318232 0.99588490034801 "NULL" "NULL" "conserved hypothetical cytosolic protein" "NULL" "NULL" "NULL" "NULL" "PF14122.5" "YokU" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"16" "NMG90_00080" 30778.5521823832 0.20581291922352 0.301899661220846 0.681726234442389 0.495412075554745 0.99588490034801 "kamA" "K01843" "lysine 2,3-aminomutase" "NULL" "NULL" "ko00310==ko01100" "Lysine degradation==Metabolic pathways" "PF12544.7" "LAM_C" "-" "NULL" "NULL" "NULL" "NULL" "COG1509" "KamA" "Lysine 2,3-aminomutase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"17" "NMG90_00085" 9939.9272168991 -0.0743161227595817 0.212784141345055 -0.349255928049022 0.726897181949796 0.99588490034801 "rocR" "K06714" "arginine utilization regulatory protein" "NULL" "NULL" "NULL" "NULL" "PF02954.18" "HTH_8" "-" "NULL" "NULL" "NULL" "NULL" "COG3829" "RocR" "Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains" "Transcription / Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"18" "NMG90_00090" 6077.8279895978 -0.131885047854249 0.239580489862636 -0.550483254833752 0.581987959083612 0.99588490034801 "ablB" "K21935" "beta-lysine N6-acetyltransferase" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"19" "NMG90_00095" 4375.81942854407 -0.142526657439305 0.236732529050951 -0.602057765405907 0.547135686601768 0.99588490034801 "argE" "K01438" "acetylornithine deacetylase" "M00028==M00845" "Ornithine biosynthesis, glutamate => ornithine==Arginine biosynthesis, glutamate => acetylcitrulline => arginine" "ko00220==ko01100==ko01110==ko01210==ko01230" "Arginine biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==2-Oxocarboxylic acid metabolism==Biosynthesis of amino acids" "PF07687.13" "M20_dimer" "-" "NULL" "NULL" "NULL" "NULL" "COG0624" "ArgE" "Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases" "Amino acid transport and metabolism" "KOG2275" "KOG2275" "Aminoacylase ACY1 and related metalloexopeptidases" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"20" "NMG90_00100" 1451.5791881099 -0.094825535283586 0.24767710985622 -0.382859503401964 0.70182393930078 0.99588490034801 "atoA" "K01035" "acetate CoA/acetoacetate CoA-transferase beta subunit" "NULL" "NULL" "ko00310==ko00627==ko00640==ko00650==ko01100==ko01120==ko02020" "Lysine degradation==Aminobenzoate degradation==Propanoate metabolism==Butanoate metabolism==Metabolic pathways==Microbial metabolism in diverse environments==Two-component system" "PF01144.22" "CoA_trans" "-" "NULL" "NULL" "NULL" "NULL" "COG2057" "AtoA" "Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit" "Lipid metabolism" "KOG3822" "KOG3822" "Succinyl-CoA:alpha-ketoacid-CoA transferase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"21" "NMG90_00105" 1328.68542178005 -0.214678921388074 0.23883394452061 -0.898862688128273 0.368725804253803 0.99588490034801 "atoD" "K01034" "acetate CoA/acetoacetate CoA-transferase alpha subunit" "NULL" "NULL" "ko00310==ko00627==ko00640==ko00650==ko01100==ko01120==ko02020" "Lysine degradation==Aminobenzoate degradation==Propanoate metabolism==Butanoate metabolism==Metabolic pathways==Microbial metabolism in diverse environments==Two-component system" "PF01144.22" "CoA_trans" "-" "NULL" "NULL" "NULL" "NULL" "COG1788" "AtoD" "Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit" "Lipid metabolism" "KOG3822" "KOG3822" "Succinyl-CoA:alpha-ketoacid-CoA transferase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"22" "NMG90_00110" 3041.81427377523 -0.104265418987667 0.203077416766152 -0.513426951396229 0.607652696833027 0.99588490034801 "NULL" "NULL" "aminotransferase class-III family protein" "NULL" "NULL" "NULL" "NULL" "PF00202.20" "Aminotran_3" "-" "NULL" "NULL" "NULL" "NULL" "COG0161" "BioA" "Adenosylmethionine-8-amino-7-oxononanoate aminotransferase" "Coenzyme metabolism" "KOG1404" "KOG1404" "Alanine-glyoxylate aminotransferase AGT2" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"23" "NMG90_00115" 409.162625395292 -0.0884737948752112 0.161137880677631 -0.549056463341539 0.582966701628019 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF14344.5" "DUF4397" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"24" "NMG90_00120" 20124.4054560736 0.225735336859396 0.179438795522164 1.25800742365947 0.20838907148095 0.99588490034801 "NULL" "NULL" "histidine kinase" "NULL" "NULL" "NULL" "NULL" "PF02518.25" "HATPase_c" "-" "NULL" "NULL" "NULL" "NULL" "COG0642" "BaeS" "Signal transduction histidine kinase" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"25" "NMG90_00125" 10468.7147156796 -0.0212365825884676 0.173481738329889 -0.122413937010964 0.902571201383182 0.99588490034801 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF07997.10" "DUF1694" "-" "NULL" "NULL" "NULL" "NULL" "COG5506" "COG5506" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"26" "NMG90_00130" 1110.43226694017 0.0497410708667904 0.154867525061191 0.321184643760121 0.748070468662173 0.99588490034801 "NULL" "NULL" "aldehyde dehydrogenase family protein" "NULL" "NULL" "NULL" "NULL" "PF00171.21" "Aldedh" "-" "NULL" "NULL" "NULL" "NULL" "COG1012" "PutA" "NAD-dependent aldehyde dehydrogenases" "Energy production and conversion" "KOG2450" "KOG2450" "Aldehyde dehydrogenase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"27" "NMG90_00135" 10733.70562639 0.0900703335243342 0.162678345385341 0.553671315693443 0.579803809514689 0.99588490034801 "NULL" "NULL" "protein of unknown function DUF21" "NULL" "NULL" "NULL" "NULL" "PF00571.27" "CBS" "-" "NULL" "NULL" "NULL" "NULL" "COG1253" "TlyC" "Hemolysins and related proteins containing CBS domains" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"28" "NMG90_00140" 325.464990977842 -0.293199368203919 0.288456342223297 -1.01644278626036 0.30941857958389 0.99588490034801 "racA" "K11686" "chromosome-anchoring protein RacA" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"29" "NMG90_00145" 2935.43416466738 -0.0631638839477205 0.238829361130446 -0.264472858984959 0.791415575868963 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"30" "NMG90_00150" 275.70418100882 -0.0695711358205933 0.187102859152581 -0.371833632771258 0.710016720901436 0.99588490034801 "NULL" "NULL" "putative group-specific protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"31" "NMG90_00155" 223.392423815027 -0.17168623997607 0.24417710875506 -0.703121766210659 0.481979868633033 0.99588490034801 "NULL" "NULL" "ATPase associated with various cellular activities AAA_5" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"32" "NMG90_00160" 16022.5616750037 -0.151540515299685 0.231597557663864 -0.654326914447122 0.512901209481444 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"33" "NMG90_00165" 166.765151265874 -0.248302440576287 0.277303788685809 -0.895416689952327 0.370564382073635 0.99588490034801 "arcD, lysl, lysP" "K03758" "arginine:ornithine antiporter / lysine permease" "NULL" "NULL" "NULL" "NULL" "PF00324.20" "AA_permease" "-" "NULL" "NULL" "NULL" "NULL" "COG0531" "PotE" "Amino acid transporters" "Amino acid transport and metabolism" "KOG1287" "KOG1287" "Amino acid transporters" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"34" "NMG90_00170" 1944.08264140031 -0.106372871510268 0.239339700694206 -0.444443070672076 0.656722279592215 0.99588490034801 "opuBD" "K05846" "osmoprotectant transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1732" "OpuBC" "Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"35" "NMG90_00175" 2404.54843181527 -0.145220013161709 0.22572820294432 -0.643340137685542 0.52000341732787 0.99588490034801 "opuA" "K05847" "osmoprotectant transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG1125" "OpuBA" "ABC-type proline/glycine betaine transport systems, ATPase components" "Amino acid transport and metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"36" "NMG90_00180" 5619.22730504711 0.171113706553343 0.147855025833183 1.15730733932846 0.247146816035923 0.99588490034801 "NULL" "NULL" "protein of unknown function DUF218" "NULL" "NULL" "NULL" "NULL" "PF02698.16" "DUF218" "-" "NULL" "NULL" "NULL" "NULL" "COG1434" "COG1434" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"37" "NMG90_00185" 1489.99264904597 0.192653170167511 0.164512845052462 1.17105244946724 0.241577695404209 0.99588490034801 "NULL" "NULL" "major Facilitator Superfamily protein" "NULL" "NULL" "NULL" "NULL" "PF07690.15" "MFS_1" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"38" "NMG90_00190" 3431.68620721044 0.162229097145649 0.17881732958467 0.907233641853677 0.364283256909121 0.99588490034801 "azr" "K03206" "azobenzene reductase" "NULL" "NULL" "NULL" "NULL" "PF03358.14" "FMN_red" "-" "NULL" "NULL" "NULL" "NULL" "COG0431" "COG0431" "Predicted flavoprotein" "General function prediction only" "KOG4530" "KOG4530" "Predicted flavoprotein" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"39" "NMG90_00195" 191.934222738918 -0.114534036173243 0.198084143546784 -0.578209008164211 0.563123017723747 0.99588490034801 "PGD, gnd, gntZ" "K00033" "6-phosphogluconate dehydrogenase" "M00004==M00006" "Pentose phosphate pathway (Pentose phosphate cycle)==Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P" "ko00030==ko00480==ko01100==ko01110==ko01120==ko01200" "Pentose phosphate pathway==Glutathione metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism" "PF00393.18" "6PGD" "-" "NULL" "NULL" "NULL" "NULL" "COG1023" "Gnd" "Predicted 6-phosphogluconate dehydrogenase" "Carbohydrate transport and metabolism" "KOG2653" "KOG2653" "6-phosphogluconate dehydrogenase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"40" "NMG90_00200" 82.8904393934909 -0.16295820905542 0.270606596203409 -0.602195997221473 0.547043679813944 0.99588490034801 "TC.GNTP" "K03299" "gluconate:H+ symporter, GntP family" "NULL" "NULL" "NULL" "NULL" "PF03600.15" "CitMHS" "-" "NULL" "NULL" "NULL" "NULL" "COG2610" "GntT" "H+/gluconate symporter and related permeases" "Carbohydrate transport and metabolism / Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"41" "NMG90_00205" 158.552941012448 -0.134908888772052 0.259179362950354 -0.520523267116349 0.602698915380137 0.99588490034801 "XylB" "K00851" "gluconokinase" "NULL" "NULL" "ko00030==ko01100==ko01110==ko01120==ko01200" "Pentose phosphate pathway==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism" "PF02782.15" "FGGY_C" "-" "NULL" "NULL" "NULL" "NULL" "COG1070" "XylB" "Sugar (pentulose and hexulose) kinases" "Carbohydrate transport and metabolism" "KOG2517" "KOG2517" "Ribulose kinase and related carbohydrate kinases" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"42" "NMG90_00210" 9406.80287463319 0.233027944114512 0.157588829316474 1.47870851712807 0.139218234989318 0.99588490034801 "ABC.PE.P" "K02033" "peptide/nickel transport system permease protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"43" "NMG90_00215" 11005.1129148504 0.358275391639447 0.174478024512333 2.05341270134637 0.0400325684959291 0.99588490034801 "NULL" "NULL" "binding--dependent transport system inner membrane component family protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG1173" "DppC" "ABC-type dipeptide/oligopeptide/nickel transport systems, permease components" "Amino acid transport and metabolism / Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"44" "NMG90_00220" 70508.7169085549 -0.238708309489932 0.21708449173462 -1.09961014525969 0.271502019723175 0.99588490034801 "adhP" "K13953" "alcohol dehydrogenase, propanol-preferring" "NULL" "NULL" "ko00010==ko00071==ko00350==ko00625==ko00626==ko00830==ko00980==ko00982==ko01100==ko01110==ko01120==ko01220" "Glycolysis / Gluconeogenesis==Fatty acid degradation==Tyrosine metabolism==Chloroalkane and chloroalkene degradation==Naphthalene degradation==Retinol metabolism==Metabolism of xenobiotics by cytochrome P450==Drug metabolism - cytochrome P450==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Degradation of aromatic compounds" "PF08240.11" "ADH_N" "-" "NULL" "NULL" "NULL" "NULL" "COG1064" "AdhP" "Zn-dependent alcohol dehydrogenases" "General function prediction only" "KOG0023" "KOG0023" "Alcohol dehydrogenase, class V" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"45" "NMG90_00225" 2721.76857163735 0.0174849579614892 0.161214603725062 0.108457655556492 0.913632668285901 0.99588490034801 "NULL" "NULL" "transcriptional regulator, RpiR family" "NULL" "NULL" "NULL" "NULL" "PF01418.16" "HTH_6" "-" "NULL" "NULL" "NULL" "NULL" "COG1737" "RpiR" "Transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"46" "NMG90_00230" 544.25696524427 -0.26550354316589 0.208783609508226 -1.27166851742464 0.203490920969604 0.99588490034801 "K02479" "K02479" "two-component system, NarL family, response regulator" "NULL" "NULL" "NULL" "NULL" "PF00196.18" "GerE" "-" "NULL" "NULL" "NULL" "NULL" "COG2197" "CitB" "Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain" "Signal transduction mechanisms / Transcription" "KOG0519" "KOG0519" "Sensory transduction histidine kinase" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"47" "NMG90_00235" 844.71004500674 0.111856623808527 0.158429165834053 0.706035553615747 0.480166027673511 0.99588490034801 "K02480" "K02480" "two-component system, NarL family, sensor kinase" "NULL" "NULL" "NULL" "NULL" "PF13185.5" "GAF_2" "-" "NULL" "NULL" "NULL" "NULL" "COG4585" "COG4585" "Signal transduction histidine kinase" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"48" "NMG90_00240" 2759.99174376735 0.139615468830337 0.175665878642245 0.794778530181569 0.426742342044732 0.99588490034801 "NULL" "NULL" "mechanosensitive ion channel family protein" "NULL" "NULL" "NULL" "NULL" "PF00924.17" "MS_channel" "-" "NULL" "NULL" "NULL" "NULL" "COG0668" "MscS" "Small-conductance mechanosensitive channel" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
