"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"25" "NMG90_00125" 10468.7147156796 -0.148157409492891 0.173625544469005 -0.853315737301195 0.393484235232957 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF07997.10" "DUF1694" "-" "NULL" "NULL" "NULL" "NULL" "COG5506" "COG5506" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"26" "NMG90_00130" 1110.43226694017 0.168849974449191 0.15417302503996 1.09519790771068 0.273429942141479 1 "NULL" "NULL" "aldehyde dehydrogenase family protein" "NULL" "NULL" "NULL" "NULL" "PF00171.21" "Aldedh" "-" "NULL" "NULL" "NULL" "NULL" "COG1012" "PutA" "NAD-dependent aldehyde dehydrogenases" "Energy production and conversion" "KOG2450" "KOG2450" "Aldehyde dehydrogenase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"27" "NMG90_00135" 10733.70562639 0.0751689933808194 0.162729977664528 0.461924683206079 0.64413533249924 1 "NULL" "NULL" "protein of unknown function DUF21" "NULL" "NULL" "NULL" "NULL" "PF00571.27" "CBS" "-" "NULL" "NULL" "NULL" "NULL" "COG1253" "TlyC" "Hemolysins and related proteins containing CBS domains" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"28" "NMG90_00140" 325.464990977842 -0.0568997131500796 0.291930581978052 -0.194908367477435 0.845464683522673 1 "racA" "K11686" "chromosome-anchoring protein RacA" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"29" "NMG90_00145" 2935.43416466738 -0.210385053100791 0.239570996160847 -0.878174138239754 0.379849224404296 1 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"30" "NMG90_00150" 275.70418100882 -0.117846986380099 0.190686351055509 -0.618014796170669 0.536565585269407 1 "NULL" "NULL" "putative group-specific protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"31" "NMG90_00155" 223.392423815027 -0.175362220747445 0.24671815085977 -0.710779568249591 0.477220843683857 1 "NULL" "NULL" "ATPase associated with various cellular activities AAA_5" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"32" "NMG90_00160" 16022.5616750037 0.0110505686982401 0.231559329951739 0.0477224074734679 0.96193747586478 1 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"33" "NMG90_00165" 166.765151265874 -0.341815963818433 0.28506150623246 -1.19909548060723 0.230490821218776 1 "arcD, lysl, lysP" "K03758" "arginine:ornithine antiporter / lysine permease" "NULL" "NULL" "NULL" "NULL" "PF00324.20" "AA_permease" "-" "NULL" "NULL" "NULL" "NULL" "COG0531" "PotE" "Amino acid transporters" "Amino acid transport and metabolism" "KOG1287" "KOG1287" "Amino acid transporters" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"34" "NMG90_00170" 1944.08264140031 -0.0986041524009249 0.239558760348036 -0.411607374565099 0.680627225467481 1 "opuBD" "K05846" "osmoprotectant transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1732" "OpuBC" "Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"35" "NMG90_00175" 2404.54843181527 -0.159834058657179 0.226157308600102 -0.70673841869865 0.479729049910992 1 "opuA" "K05847" "osmoprotectant transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG1125" "OpuBA" "ABC-type proline/glycine betaine transport systems, ATPase components" "Amino acid transport and metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"36" "NMG90_00180" 5619.22730504711 0.0514233192950726 0.147975822990343 0.34751162896677 0.728206983595565 1 "NULL" "NULL" "protein of unknown function DUF218" "NULL" "NULL" "NULL" "NULL" "PF02698.16" "DUF218" "-" "NULL" "NULL" "NULL" "NULL" "COG1434" "COG1434" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"37" "NMG90_00185" 1489.99264904597 -0.0284345534925019 0.167064848299874 -0.170200696207877 0.864852304213287 1 "NULL" "NULL" "major Facilitator Superfamily protein" "NULL" "NULL" "NULL" "NULL" "PF07690.15" "MFS_1" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"38" "NMG90_00190" 3431.68620721044 0.0363912037004663 0.17952888943639 0.202703886904845 0.839366484938438 1 "azr" "K03206" "azobenzene reductase" "NULL" "NULL" "NULL" "NULL" "PF03358.14" "FMN_red" "-" "NULL" "NULL" "NULL" "NULL" "COG0431" "COG0431" "Predicted flavoprotein" "General function prediction only" "KOG4530" "KOG4530" "Predicted flavoprotein" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"39" "NMG90_00195" 191.934222738918 -0.110349002494514 0.203988340831035 -0.540957400040414 0.588536945641048 1 "PGD, gnd, gntZ" "K00033" "6-phosphogluconate dehydrogenase" "M00004==M00006" "Pentose phosphate pathway (Pentose phosphate cycle)==Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P" "ko00030==ko00480==ko01100==ko01110==ko01120==ko01200" "Pentose phosphate pathway==Glutathione metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism" "PF00393.18" "6PGD" "-" "NULL" "NULL" "NULL" "NULL" "COG1023" "Gnd" "Predicted 6-phosphogluconate dehydrogenase" "Carbohydrate transport and metabolism" "KOG2653" "KOG2653" "6-phosphogluconate dehydrogenase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"40" "NMG90_00200" 82.8904393934909 0.390697933005957 0.28454661921522 1.37305420842287 0.169735495139825 1 "TC.GNTP" "K03299" "gluconate:H+ symporter, GntP family" "NULL" "NULL" "NULL" "NULL" "PF03600.15" "CitMHS" "-" "NULL" "NULL" "NULL" "NULL" "COG2610" "GntT" "H+/gluconate symporter and related permeases" "Carbohydrate transport and metabolism / Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"41" "NMG90_00205" 158.552941012448 -0.201915126204061 0.272281185743884 -0.741568410804516 0.45834886871478 1 "XylB" "K00851" "gluconokinase" "NULL" "NULL" "ko00030==ko01100==ko01110==ko01120==ko01200" "Pentose phosphate pathway==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism" "PF02782.15" "FGGY_C" "-" "NULL" "NULL" "NULL" "NULL" "COG1070" "XylB" "Sugar (pentulose and hexulose) kinases" "Carbohydrate transport and metabolism" "KOG2517" "KOG2517" "Ribulose kinase and related carbohydrate kinases" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"42" "NMG90_00210" 9406.80287463319 0.0715227337814682 0.157613236297885 0.453786340928194 0.649982615675922 1 "ABC.PE.P" "K02033" "peptide/nickel transport system permease protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"43" "NMG90_00215" 11005.1129148504 0.0604698206368231 0.174403163029693 0.346724334503773 0.728798426714848 1 "NULL" "NULL" "binding--dependent transport system inner membrane component family protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG1173" "DppC" "ABC-type dipeptide/oligopeptide/nickel transport systems, permease components" "Amino acid transport and metabolism / Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"44" "NMG90_00220" 70508.7169085549 -0.107038402501686 0.217108295174305 -0.493018483774425 0.621999527095915 1 "adhP" "K13953" "alcohol dehydrogenase, propanol-preferring" "NULL" "NULL" "ko00010==ko00071==ko00350==ko00625==ko00626==ko00830==ko00980==ko00982==ko01100==ko01110==ko01120==ko01220" "Glycolysis / Gluconeogenesis==Fatty acid degradation==Tyrosine metabolism==Chloroalkane and chloroalkene degradation==Naphthalene degradation==Retinol metabolism==Metabolism of xenobiotics by cytochrome P450==Drug metabolism - cytochrome P450==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Degradation of aromatic compounds" "PF08240.11" "ADH_N" "-" "NULL" "NULL" "NULL" "NULL" "COG1064" "AdhP" "Zn-dependent alcohol dehydrogenases" "General function prediction only" "KOG0023" "KOG0023" "Alcohol dehydrogenase, class V" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"45" "NMG90_00225" 2721.76857163735 0.0289946064661329 0.160833051390924 0.180277661931925 0.856934591548299 1 "NULL" "NULL" "transcriptional regulator, RpiR family" "NULL" "NULL" "NULL" "NULL" "PF01418.16" "HTH_6" "-" "NULL" "NULL" "NULL" "NULL" "COG1737" "RpiR" "Transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"46" "NMG90_00230" 544.25696524427 0.0916620822312731 0.203056190467397 0.451412399790838 0.651692348075484 1 "K02479" "K02479" "two-component system, NarL family, response regulator" "NULL" "NULL" "NULL" "NULL" "PF00196.18" "GerE" "-" "NULL" "NULL" "NULL" "NULL" "COG2197" "CitB" "Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain" "Signal transduction mechanisms / Transcription" "KOG0519" "KOG0519" "Sensory transduction histidine kinase" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"47" "NMG90_00235" 844.71004500674 -0.0249754174475276 0.156563373299056 -0.159522734604225 0.873257048036756 1 "K02480" "K02480" "two-component system, NarL family, sensor kinase" "NULL" "NULL" "NULL" "NULL" "PF13185.5" "GAF_2" "-" "NULL" "NULL" "NULL" "NULL" "COG4585" "COG4585" "Signal transduction histidine kinase" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"48" "NMG90_00240" 2759.99174376735 -0.00837150437696927 0.175713691197779 -0.0476428690325931 0.962000866254478 1 "NULL" "NULL" "mechanosensitive ion channel family protein" "NULL" "NULL" "NULL" "NULL" "PF00924.17" "MS_channel" "-" "NULL" "NULL" "NULL" "NULL" "COG0668" "MscS" "Small-conductance mechanosensitive channel" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"49" "NMG90_00250" 2292.70703906506 -0.0553297206339567 0.210019786682277 -0.263450037294157 0.792203728081419 1 "NULL" "NULL" "isochorismatase hydrolase" "NULL" "NULL" "NULL" "NULL" "PF00857.19" "Isochorismatase" "-" "NULL" "NULL" "NULL" "NULL" "COG1335" "PncA" "Amidases related to nicotinamidase" "Secondary metabolites biosynthesis, transport, and catabolism" "KOG4003" "KOG4003" "Pyrazinamidase/nicotinamidase PNC1" "Defense mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
