"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"669" "NMG90_03610" 71731.8563334357 0.386500561311071 0.163364597822745 2.36587710227422 0.0179874143045522 1 "ysiA, fadR" "K13770" "TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein" "NULL" "NULL" "NULL" "NULL" "PF08359.10" "TetR_C_4" "-" "NULL" "NULL" "NULL" "NULL" "COG1309" "AcrR" "Transcriptional regulator" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"670" "NMG90_03615" 123665.595935069 0.424566127862426 0.181567668118638 2.33833552119539 0.0193698497212426 1 "fadB" "K13767" "enoyl-CoA hydratase" "M00087" "beta-Oxidation" "ko00071==ko00362==ko01100==ko01120==ko01212" "Fatty acid degradation==Benzoate degradation==Metabolic pathways==Microbial metabolism in diverse environments==Fatty acid metabolism" "PF00378.19" "ECH_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1024" "CaiD" "Enoyl-CoA hydratase/carnithine racemase" "Lipid metabolism" "KOG1680" "KOG1680" "Enoyl-CoA hydratase" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"686" "NMG90_03695" 3839.62633979081 -0.370666629001854 0.150465766288781 -2.46346154440507 0.0137602655582418 1 "NULL" "NULL" "transcriptional regulator, BadM/Rrf2 family" "NULL" "NULL" "NULL" "NULL" "PF02082.19" "Rrf2" "-" "NULL" "NULL" "NULL" "NULL" "COG1959" "COG1959" "Predicted transcriptional regulator" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"812" "NMG90_04335" 207.329940351823 -0.44203351845652 0.221255117017505 -1.99784540314856 0.0457334232526826 1 "NULL" "NULL" "DoxX family protein" "NULL" "NULL" "NULL" "NULL" "PF07681.11" "DoxX" "-" "NULL" "NULL" "NULL" "NULL" "COG2259" "COG2259" "Predicted membrane protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"852" "NMG90_04540" 7405.89106921755 -0.47008827025512 0.232167909396721 -2.02477711702977 0.042890255796763 1 "GRPE" "K03687" "molecular chaperone GrpE" "NULL" "NULL" "NULL" "NULL" "PF01025.18" "GrpE" "-" "NULL" "NULL" "NULL" "NULL" "COG0576" "GrpE" "Molecular chaperone GrpE (heat shock protein)" "Posttranslational modification, protein turnover, chaperones" "KOG3003" "KOG3003" "Molecular chaperone of the GrpE family" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"896" "NMG90_04765" 263.793958482151 -0.974862109284244 0.454697616915306 -2.14397892801322 0.032034575229404 1 "pstB" "K02036" "phosphate transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG1117" "PstB" "ABC-type phosphate transport system, ATPase component" "Inorganic ion transport and metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"929" "NMG90_04930" 1909.38971207779 -0.257743750225804 0.112506191618677 -2.29092947256973 0.0219674930644653 1 "P4HA" "K00472" "prolyl 4-hydroxylase" "NULL" "NULL" "ko00330==ko01100" "Arginine and proline metabolism==Metabolic pathways" "PF13640.5" "2OG-FeII_Oxy_3" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "KOG1591" "KOG1591" "Prolyl 4-hydroxylase alpha subunit" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"969" "NMG90_05135" 23.2739907627542 -0.94109221854309 0.442059426401166 -2.12888168951532 0.0332640500597667 1 "spoIIIAA" "K06390" "stage III sporulation protein AA" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG3854" "SpoIIIAA" "ncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1011" "NMG90_05360" 114.589862260127 -1.31374562117445 0.51336671271189 -2.55907831311171 0.010495009601479 1 "artP, artI" "K23059" "arginine/lysine/histidine transporter system substrate-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF12974.6" "Phosphonate-bd" "-" "NULL" "NULL" "NULL" "NULL" "COG0834" "HisJ" "ABC-type amino acid transport/signal transduction systems, periplasmic component/domain" "Amino acid transport and metabolism / Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1013" "NMG90_05370" 164.919632788247 -0.595372560760041 0.26286664676805 -2.26492241629038 0.0235174409144913 1 "artR, artM" "K23060" "arginine/lysine/histidine transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF13304.5" "AAA_21" "-" "NULL" "NULL" "NULL" "NULL" "COG1126" "GlnQ" "ABC-type polar amino acid transport system, ATPase component" "Amino acid transport and metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1020" "NMG90_05405" 47.0715092779435 -0.849059181390666 0.335980287542355 -2.52711010994545 0.0115005439660454 1 "NULL" "NULL" "putative membrane protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1033" "NMG90_05470" 193.320133677346 -1.34337230872109 0.439480517989 -3.05672778140011 0.00223767391698555 1 "argC" "K00145" "N-acetyl-gamma-glutamyl-phosphate reductase" "M00028==M00845" "Ornithine biosynthesis, glutamate => ornithine==Arginine biosynthesis, glutamate => acetylcitrulline => arginine" "ko00220==ko01100==ko01110==ko01210==ko01230" "Arginine biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==2-Oxocarboxylic acid metabolism==Biosynthesis of amino acids" "PF01118.23" "Semialdhyde_dh" "-" "NULL" "NULL" "NULL" "NULL" "COG0002" "ArgC" "Acetylglutamate semialdehyde dehydrogenase" "Amino acid transport and metabolism" "KOG4354" "KOG4354" "N-acetyl-gamma-glutamyl-phosphate reductase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1053" "NMG90_05570" 118343.802839289 0.502359419919294 0.235768386292341 2.13073274080264 0.0331111661634986 1 "ribBA" "K14652" "3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II" "M00125==M00840" "Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD==Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF" "ko00740==ko00790==ko01100==ko01110" "Riboflavin metabolism==Folate biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites" "PF00926.18" "DHBP_synthase" "-" "NULL" "NULL" "NULL" "NULL" "COG0108" "RibB" "3,4-dihydroxy-2-butanone 4-phosphate synthase" "Coenzyme metabolism" "KOG1284" "KOG1284" "Bifunctional GTP cyclohydrolase II/3,4-dihydroxy-2butanone-4-phosphate synthase" "Coenzyme transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1055" "NMG90_05580" 75276.7576985547 0.514540632416124 0.207962294374387 2.47420155641203 0.0133534336863296 1 "ribD" "K11752" "diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase" "M00125" "Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD" "ko00740==ko01100==ko01110==ko02024" "Riboflavin metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Quorum sensing" "PF00383.22" "dCMP_cyt_deam_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1985" "RibD" "Pyrimidine reductase, riboflavin biosynthesis" "Coenzyme metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1067" "NMG90_05640" 583.915644115008 -0.331169297650212 0.167481341489921 -1.97735040037365 0.0480020363296415 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF04229.13" "GrpB" "-" "NULL" "NULL" "NULL" "NULL" "COG2320" "GrpB" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1077" "NMG90_05690" 9839.9650988859 -0.401587525788477 0.169193614289019 -2.37353831275499 0.0176185650995892 1 "NULL" "NULL" "ytkA-like family protein" "NULL" "NULL" "NULL" "NULL" "PF13115.5" "YtkA" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1149" "NMG90_06055" 1341.15667808099 -0.416494614935915 0.176911229360002 -2.35425764911948 0.0185597417672105 1 "NULL" "NULL" "kinase domain protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1188" "NMG90_06275" 787.938493327571 -0.430646575538346 0.164654180571563 -2.61546092570166 0.00891071161599652 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1196" "NMG90_06315" 97.0557599541982 -0.689931739030438 0.343038365523572 -2.01123783334675 0.0443003413675133 1 "ftsK, spoIIIE" "K03466" "DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family" "NULL" "NULL" "NULL" "NULL" "PF01580.17" "FtsK_SpoIIIE" "-" "NULL" "NULL" "NULL" "NULL" "COG1674" "FtsK" "DNA segregation ATPase FtsK/SpoIIIE and related proteins" "Cell division and chromosome partitioning" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1203" "NMG90_06370" 546.675708205657 -0.325098532300168 0.15810469321626 -2.05622316255653 0.0397610106379132 1 "mcrA" "K07451" "5-methylcytosine-specific restriction enzyme A" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1222" "NMG90_06480" 110.421595939689 0.7882434790927 0.290758498921446 2.71099033052051 0.00670825824849847 1 "antB" "K07741" "anti-repressor protein" "NULL" "NULL" "NULL" "NULL" "PF03374.13" "ANT" "-" "NULL" "NULL" "NULL" "NULL" "COG3617" "COG3617" "Prophage antirepressor" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1263" "NMG90_06760" 40.8338260114343 0.983458884693149 0.414829582559622 2.37075398197235 0.0177518427167446 1 "iolG" "K00010" "myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase" "NULL" "NULL" "ko00521==ko00562==ko01100==ko01110==ko01120" "Streptomycin biosynthesis==Inositol phosphate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments" "PF01408.21" "GFO_IDH_MocA" "-" "NULL" "NULL" "NULL" "NULL" "COG0673" "MviM" "Predicted dehydrogenases and related proteins" "General function prediction only" "KOG2741" "KOG2741" "Dimeric dihydrodiol dehydrogenase" "Carbohydrate transport and metabolism, Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1286" "NMG90_06900" 31.7262569114548 -0.740798679426113 0.369620775386682 -2.00421277362215 0.0450472728285944 1 "IS15, IS26" "K18320" "transposase, IS6 family" "NULL" "NULL" "NULL" "NULL" "PF13610.5" "DDE_Tnp_IS240" "-" "NULL" "NULL" "NULL" "NULL" "COG3316" "COG3316" "Transposase and inactivated derivatives" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1362" "NMG90_07320" 5476.41765810781 -0.885928638010721 0.377757408411683 -2.34523167059964 0.0190152602132622 1 "purH" "K00602" "phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase" "M00048" "Inosine monophosphate biosynthesis, PRPP + glutamine => IMP" "ko00230==ko00670==ko01100==ko01110==ko01523" "Purine metabolism==One carbon pool by folate==Metabolic pathways==Biosynthesis of secondary metabolites==Antifolate resistance" "PF01808.17" "AICARFT_IMPCHas" "-" "NULL" "NULL" "NULL" "NULL" "COG0138" "PurH" "AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful)" "Nucleotide transport and metabolism" "KOG2555" "KOG2555" "AICAR transformylase/IMP cyclohydrolase/methylglyoxal synthase" "Nucleotide transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1366" "NMG90_07340" 685.067173849928 0.421305006056979 0.208099647921369 2.024534929613 0.042915141775064 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF11127.7" "DUF2892" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1400" "NMG90_07510" 1557.95330263674 0.295521270364393 0.146620199719046 2.01555632123454 0.0438463910683372 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1418" "NMG90_07600" 166.217177114454 0.645972895784268 0.272665118469214 2.36910720157703 0.017831084287881 1 "cotB" "K06325" "spore coat protein B" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1466" "NMG90_07855" 1373.44572595952 -0.381316230953594 0.149600666197964 -2.54889393640136 0.0108065160634163 1 "NULL" "NULL" "protein of unknown function DUF1128" "NULL" "NULL" "NULL" "NULL" "PF06569.10" "DUF1128" "-" "NULL" "NULL" "NULL" "NULL" "COG4840" "COG4840" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1516" "NMG90_08105" 1191.64172734188 0.76399181177398 0.351476765089063 2.17366235170734 0.0297305020323103 1 "sspK" "K06428" "small acid-soluble spore protein K (minor)" "NULL" "NULL" "NULL" "NULL" "PF08176.11" "SspK" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1554" "NMG90_08380" 3193.02351593464 0.329304557583838 0.141636396353188 2.32499954858126 0.0200719843386613 1 "K02476" "K02476" "two-component system, CitB family, sensor kinase" "NULL" "NULL" "NULL" "NULL" "PF02518.25" "HATPase_c" "-" "NULL" "NULL" "NULL" "NULL" "COG3290" "CitA" "Signal transduction histidine kinase regulating citrate/malate metabolism" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1555" "NMG90_08385" 1856.43292807297 0.440522287410609 0.215232131978905 2.04673104968261 0.0406844988574647 1 "K02475" "K02475" "two-component system, CitB family, response regulator" "NULL" "NULL" "NULL" "NULL" "PF00072.23" "Response_reg" "-" "NULL" "NULL" "NULL" "NULL" "COG4565" "CitB" "Response regulator of citrate/malate metabolism" "Transcription / Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1557" "NMG90_08395" 209.242812759303 -0.609583154839081 0.2312813554959 -2.63567788908902 0.00839693993886184 1 "NULL" "NULL" "putative biotin carboxyl carrier protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1558" "NMG90_08400" 529.495943039719 -0.565878597200316 0.213527581521053 -2.65014286758323 0.00804577398286444 1 "nosL" "K19342" "copper chaperone NosL" "NULL" "NULL" "NULL" "NULL" "PF05573.11" "NosL" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1654" "NMG90_08880" 1350.65907269723 -1.00384378532877 0.446144159192373 -2.2500435445484 0.0244461812678851 1 "lacI, galR" "K02529" "LacI family transcriptional regulator" "NULL" "NULL" "NULL" "NULL" "PF00356.20" "LacI" "-" "NULL" "NULL" "NULL" "NULL" "COG1609" "PurR" "Transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
